,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour,predict_24
665784,2013-09-02 00:00:00,0,38,11.0,2,0,0,1,0,0,0,0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.62166100496943
665785,2013-09-02 01:00:00,1,38,11.0,2,0,0,1,0,0,0,0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.184244142307579
665786,2013-09-02 02:00:00,2,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.022538527172104
665787,2013-09-02 03:00:00,3,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.950090708928736
665788,2013-09-02 04:00:00,4,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,11.026377081831818
665789,2013-09-02 05:00:00,5,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,11.010564196577379
665790,2013-09-02 06:00:00,6,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,10.977057423932646
665791,2013-09-02 07:00:00,7,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,11.062136789903226
665792,2013-09-02 08:00:00,8,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,10.952627914005628
665793,2013-09-02 09:00:00,9,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,10.952554286401986
665794,2013-09-02 10:00:00,10,38,10.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.972637512862445
665795,2013-09-02 11:00:00,11,38,12.0,2,0,0,1,0,0,0,0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,11.691275310572822
665796,2013-09-02 12:00:00,12,38,9.0,2,0,0,1,0,0,0,0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,9.334695588550531
665797,2013-09-02 13:00:00,13,38,7.0,2,0,0,1,0,0,0,0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,7.399810676548647
665798,2013-09-02 14:00:00,14,38,11.0,2,0,0,1,0,0,0,0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,10.669308931453342
