,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour,predict_24
630744,2013-09-02 00:00:00,0,36,8.0,2,0,0,1,0,0,0,0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,7.925905642344774
630745,2013-09-02 01:00:00,1,36,8.0,2,0,0,1,0,0,0,0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.955905642344773
630746,2013-09-02 02:00:00,2,36,8.0,2,0,0,1,0,0,0,0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.999342005981138
630747,2013-09-02 03:00:00,3,36,8.0,2,0,0,1,0,0,0,0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.029342005981137
630748,2013-09-02 04:00:00,4,36,8.0,2,0,0,1,0,0,0,0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.039671599249019
630749,2013-09-02 05:00:00,5,36,8.0,2,0,0,1,0,0,0,0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.019671599249019
630750,2013-09-02 06:00:00,6,36,8.0,2,0,0,1,0,0,0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,7.988719218296638
630751,2013-09-02 07:00:00,7,36,8.0,2,0,0,1,0,0,0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,7.99962830920573
630752,2013-09-02 08:00:00,8,36,8.0,2,0,0,1,0,0,0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,7.99962830920573
630753,2013-09-02 09:00:00,9,36,8.0,2,0,0,1,0,0,0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,3.0,7.99962830920573
