,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour
984072,2014-01-02 00:00:00,0,56,7.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0
984073,2014-01-02 01:00:00,1,56,7.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
984074,2014-01-02 02:00:00,2,56,7.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
984075,2014-01-02 03:00:00,3,56,7.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
984076,2014-01-02 04:00:00,4,56,7.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0
984077,2014-01-02 05:00:00,5,56,7.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0
984078,2014-01-02 06:00:00,6,56,7.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0
984079,2014-01-02 07:00:00,7,56,7.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0
984080,2014-01-02 08:00:00,8,56,7.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0
984081,2014-01-02 09:00:00,9,56,8.0,2,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0,16.0
984082,2014-01-02 10:00:00,10,56,10.0,2,0,0,0,1,0,0,0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0,17.0
984083,2014-01-02 11:00:00,11,56,10.0,2,0,0,0,1,0,0,0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0,17.0
984084,2014-01-02 12:00:00,12,56,10.0,2,0,0,0,1,0,0,0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0,17.0
984085,2014-01-02 13:00:00,13,56,10.0,2,0,0,0,1,0,0,0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0,17.0
984086,2014-01-02 14:00:00,14,56,12.0,2,0,0,0,1,0,0,0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0,18.0
984087,2014-01-02 15:00:00,15,56,13.0,2,0,0,0,1,0,0,0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0,12.0
984088,2014-01-02 16:00:00,16,56,12.0,2,0,0,0,1,0,0,0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,13.0
984089,2014-01-02 17:00:00,17,56,16.0,2,0,0,0,1,0,0,0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0
984090,2014-01-02 18:00:00,18,56,7.0,2,0,0,0,1,0,0,0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0
984091,2014-01-02 19:00:00,19,56,8.0,2,0,0,0,1,0,0,0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0
984092,2014-01-02 20:00:00,20,56,9.0,2,0,0,0,1,0,0,0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0
984093,2014-01-02 21:00:00,21,56,9.0,2,0,0,0,1,0,0,0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
984094,2014-01-02 22:00:00,22,56,9.0,2,0,0,0,1,0,0,0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
984095,2014-01-02 23:00:00,23,56,8.0,2,0,0,0,1,0,0,0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
984096,2014-01-03 00:00:00,0,56,8.0,3,0,0,0,0,0,0,1,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
984097,2014-01-03 01:00:00,1,56,8.0,3,0,0,0,0,0,0,1,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
984098,2014-01-03 02:00:00,2,56,8.0,3,0,0,0,0,0,0,1,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
984099,2014-01-03 03:00:00,3,56,8.0,3,0,0,0,0,0,0,1,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
984100,2014-01-03 04:00:00,4,56,8.0,3,0,0,0,0,0,0,1,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0
984101,2014-01-03 05:00:00,5,56,8.0,3,0,0,0,0,0,0,1,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0
984102,2014-01-03 06:00:00,6,56,8.0,3,0,0,0,0,0,0,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0
984103,2014-01-03 07:00:00,7,56,9.0,3,0,0,0,0,0,0,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0
984104,2014-01-03 08:00:00,8,56,8.0,3,0,0,0,0,0,0,1,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,7.0
984105,2014-01-03 09:00:00,9,56,9.0,3,0,0,0,0,0,0,1,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0
984106,2014-01-03 10:00:00,10,56,12.0,3,0,0,0,0,0,0,1,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0
984107,2014-01-03 11:00:00,11,56,12.0,3,0,0,0,0,0,0,1,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0,10.0
984108,2014-01-03 12:00:00,12,56,13.0,3,0,0,0,0,0,0,1,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0,10.0
984109,2014-01-03 13:00:00,13,56,13.0,3,0,0,0,0,0,0,1,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0,10.0
984110,2014-01-03 14:00:00,14,56,12.0,3,0,0,0,0,0,0,1,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0,12.0
984111,2014-01-03 15:00:00,15,56,13.0,3,0,0,0,0,0,0,1,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0,13.0
984112,2014-01-03 16:00:00,16,56,13.0,3,0,0,0,0,0,0,1,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0,12.0
984113,2014-01-03 17:00:00,17,56,12.0,3,0,0,0,0,0,0,1,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,16.0
984114,2014-01-03 18:00:00,18,56,10.0,3,0,0,0,0,0,0,1,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0
984115,2014-01-03 19:00:00,19,56,7.0,3,0,0,0,0,0,0,1,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0
984116,2014-01-03 20:00:00,20,56,9.0,3,0,0,0,0,0,0,1,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0
984117,2014-01-03 21:00:00,21,56,9.0,3,0,0,0,0,0,0,1,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0
984118,2014-01-03 22:00:00,22,56,9.0,3,0,0,0,0,0,0,1,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0
984119,2014-01-03 23:00:00,23,56,9.0,3,0,0,0,0,0,0,1,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
984120,2014-01-04 00:00:00,0,56,9.0,4,1,0,0,0,0,0,0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
984121,2014-01-04 01:00:00,1,56,9.0,4,1,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
984122,2014-01-04 02:00:00,2,56,9.0,4,1,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
984123,2014-01-04 03:00:00,3,56,9.0,4,1,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0
984124,2014-01-04 04:00:00,4,56,9.0,4,1,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0
984125,2014-01-04 05:00:00,5,56,9.0,4,1,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0,8.0
984126,2014-01-04 06:00:00,6,56,9.0,4,1,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0,8.0
984127,2014-01-04 07:00:00,7,56,10.0,4,1,0,0,0,0,0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0,9.0
984128,2014-01-04 08:00:00,8,56,10.0,4,1,0,0,0,0,0,0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0,8.0
984129,2014-01-04 09:00:00,9,56,10.0,4,1,0,0,0,0,0,0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,9.0
984130,2014-01-04 10:00:00,10,56,10.0,4,1,0,0,0,0,0,0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0
984131,2014-01-04 11:00:00,11,56,10.0,4,1,0,0,0,0,0,0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,12.0
984132,2014-01-04 12:00:00,12,56,10.0,4,1,0,0,0,0,0,0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0
984133,2014-01-04 13:00:00,13,56,11.0,4,1,0,0,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0,13.0
984134,2014-01-04 14:00:00,14,56,14.0,4,1,0,0,0,0,0,0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0,12.0
984135,2014-01-04 15:00:00,15,56,13.0,4,1,0,0,0,0,0,0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0,13.0
984136,2014-01-04 16:00:00,16,56,13.0,4,1,0,0,0,0,0,0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0,13.0
984137,2014-01-04 17:00:00,17,56,14.0,4,1,0,0,0,0,0,0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,12.0
984138,2014-01-04 18:00:00,18,56,14.0,4,1,0,0,0,0,0,0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0
984139,2014-01-04 19:00:00,19,56,13.0,4,1,0,0,0,0,0,0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0
984140,2014-01-04 20:00:00,20,56,13.0,4,1,0,0,0,0,0,0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
984141,2014-01-04 21:00:00,21,56,13.0,4,1,0,0,0,0,0,0,13.0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
984142,2014-01-04 22:00:00,22,56,12.0,4,1,0,0,0,0,0,0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
984143,2014-01-04 23:00:00,23,56,12.0,4,1,0,0,0,0,0,0,12.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
984144,2014-01-05 00:00:00,0,56,12.0,5,0,1,0,0,0,0,0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
984145,2014-01-05 01:00:00,1,56,12.0,5,0,1,0,0,0,0,0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
984146,2014-01-05 02:00:00,2,56,12.0,5,0,1,0,0,0,0,0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
984147,2014-01-05 03:00:00,3,56,12.0,5,0,1,0,0,0,0,0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
984148,2014-01-05 04:00:00,4,56,12.0,5,0,1,0,0,0,0,0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0
984149,2014-01-05 05:00:00,5,56,12.0,5,0,1,0,0,0,0,0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0
