,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour
756312,2014-01-02 00:00:00,0,43,15.0,2,0,0,0,1,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756313,2014-01-02 01:00:00,1,43,15.0,2,0,0,0,1,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756314,2014-01-02 02:00:00,2,43,15.0,2,0,0,0,1,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756315,2014-01-02 03:00:00,3,43,15.0,2,0,0,0,1,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756316,2014-01-02 04:00:00,4,43,15.0,2,0,0,0,1,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0
756317,2014-01-02 05:00:00,5,43,15.0,2,0,0,0,1,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0
756318,2014-01-02 06:00:00,6,43,15.0,2,0,0,0,1,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0
756319,2014-01-02 07:00:00,7,43,15.0,2,0,0,0,1,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0
756320,2014-01-02 08:00:00,8,43,12.0,2,0,0,0,1,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0
756321,2014-01-02 09:00:00,9,43,10.0,2,0,0,0,1,0,0,0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0
756322,2014-01-02 10:00:00,10,43,7.0,2,0,0,0,1,0,0,0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0
756323,2014-01-02 11:00:00,11,43,9.0,2,0,0,0,1,0,0,0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0
756324,2014-01-02 12:00:00,12,43,9.0,2,0,0,0,1,0,0,0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0
756325,2014-01-02 13:00:00,13,43,7.0,2,0,0,0,1,0,0,0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756326,2014-01-02 14:00:00,14,43,7.0,2,0,0,0,1,0,0,0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756327,2014-01-02 15:00:00,15,43,8.0,2,0,0,0,1,0,0,0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756328,2014-01-02 16:00:00,16,43,6.0,2,0,0,0,1,0,0,0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756329,2014-01-02 17:00:00,17,43,4.0,2,0,0,0,1,0,0,0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756330,2014-01-02 18:00:00,18,43,10.0,2,0,0,0,1,0,0,0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756331,2014-01-02 19:00:00,19,43,7.0,2,0,0,0,1,0,0,0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756332,2014-01-02 20:00:00,20,43,6.0,2,0,0,0,1,0,0,0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756333,2014-01-02 21:00:00,21,43,6.0,2,0,0,0,1,0,0,0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756334,2014-01-02 22:00:00,22,43,6.0,2,0,0,0,1,0,0,0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756335,2014-01-02 23:00:00,23,43,6.0,2,0,0,0,1,0,0,0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756336,2014-01-03 00:00:00,0,43,7.0,3,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756337,2014-01-03 01:00:00,1,43,7.0,3,0,0,0,0,0,0,1,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
756338,2014-01-03 02:00:00,2,43,7.0,3,0,0,0,0,0,0,1,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0
756339,2014-01-03 03:00:00,3,43,7.0,3,0,0,0,0,0,0,1,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0,15.0
756340,2014-01-03 04:00:00,4,43,7.0,3,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0,15.0
756341,2014-01-03 05:00:00,5,43,7.0,3,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0,15.0
756342,2014-01-03 06:00:00,6,43,7.0,3,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0,15.0
756343,2014-01-03 07:00:00,7,43,7.0,3,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0,15.0
756344,2014-01-03 08:00:00,8,43,15.0,3,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0,12.0
756345,2014-01-03 09:00:00,9,43,10.0,3,0,0,0,0,0,0,1,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,10.0
756346,2014-01-03 10:00:00,10,43,10.0,3,0,0,0,0,0,0,1,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0
756347,2014-01-03 11:00:00,11,43,10.0,3,0,0,0,0,0,0,1,10.0,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0,9.0
756348,2014-01-03 12:00:00,12,43,10.0,3,0,0,0,0,0,0,1,10.0,10.0,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0,9.0
756349,2014-01-03 13:00:00,13,43,8.0,3,0,0,0,0,0,0,1,10.0,10.0,10.0,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0,7.0
756350,2014-01-03 14:00:00,14,43,9.0,3,0,0,0,0,0,0,1,8.0,10.0,10.0,10.0,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0,7.0
756351,2014-01-03 15:00:00,15,43,9.0,3,0,0,0,0,0,0,1,9.0,8.0,10.0,10.0,10.0,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0,8.0
756352,2014-01-03 16:00:00,16,43,9.0,3,0,0,0,0,0,0,1,9.0,9.0,8.0,10.0,10.0,10.0,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0,6.0
756353,2014-01-03 17:00:00,17,43,7.0,3,0,0,0,0,0,0,1,9.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,10.0,4.0
