,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,predict_24
703752,2014-01-02 00:00:00,0,40,12.0,2,0,0,0,1,0,0,0,11.98
703753,2014-01-02 01:00:00,1,40,12.0,2,0,0,0,1,0,0,0,11.98
703754,2014-01-02 02:00:00,2,40,12.0,2,0,0,0,1,0,0,0,11.98
703755,2014-01-02 03:00:00,3,40,12.0,2,0,0,0,1,0,0,0,11.98
703756,2014-01-02 04:00:00,4,40,12.0,2,0,0,0,1,0,0,0,11.96
703757,2014-01-02 05:00:00,5,40,12.0,2,0,0,0,1,0,0,0,11.96
703758,2014-01-02 06:00:00,6,40,12.0,2,0,0,0,1,0,0,0,11.95
703759,2014-01-02 07:00:00,7,40,12.0,2,0,0,0,1,0,0,0,11.94
703760,2014-01-02 08:00:00,8,40,13.0,2,0,0,0,1,0,0,0,11.89
703761,2014-01-02 09:00:00,9,40,11.0,2,0,0,0,1,0,0,0,10.81
703762,2014-01-02 10:00:00,10,40,9.0,2,0,0,0,1,0,0,0,9.51
703763,2014-01-02 11:00:00,11,40,9.0,2,0,0,0,1,0,0,0,9.33
703764,2014-01-02 12:00:00,12,40,10.0,2,0,0,0,1,0,0,0,9.78
703765,2014-01-02 13:00:00,13,40,10.0,2,0,0,0,1,0,0,0,10.03
703766,2014-01-02 14:00:00,14,40,9.0,2,0,0,0,1,0,0,0,9.05
703767,2014-01-02 15:00:00,15,40,8.0,2,0,0,0,1,0,0,0,8.05
703768,2014-01-02 16:00:00,16,40,6.0,2,0,0,0,1,0,0,0,6.68
703769,2014-01-02 17:00:00,17,40,6.0,2,0,0,0,1,0,0,0,6.2
703770,2014-01-02 18:00:00,18,40,4.0,2,0,0,0,1,0,0,0,5.14
703771,2014-01-02 19:00:00,19,40,10.0,2,0,0,0,1,0,0,0,9.21
703772,2014-01-02 20:00:00,20,40,10.0,2,0,0,0,1,0,0,0,9.81
703773,2014-01-02 21:00:00,21,40,10.0,2,0,0,0,1,0,0,0,9.89
703774,2014-01-02 22:00:00,22,40,10.0,2,0,0,0,1,0,0,0,9.8
703775,2014-01-02 23:00:00,23,40,10.0,2,0,0,0,1,0,0,0,9.79
703776,2014-01-03 00:00:00,0,40,10.0,3,0,0,0,0,0,0,1,9.93
703777,2014-01-03 01:00:00,1,40,10.0,3,0,0,0,0,0,0,1,9.93
703778,2014-01-03 02:00:00,2,40,10.0,3,0,0,0,0,0,0,1,10.0
703779,2014-01-03 03:00:00,3,40,10.0,3,0,0,0,0,0,0,1,10.0
703780,2014-01-03 04:00:00,4,40,10.0,3,0,0,0,0,0,0,1,10.0
703781,2014-01-03 05:00:00,5,40,10.0,3,0,0,0,0,0,0,1,10.0
703782,2014-01-03 06:00:00,6,40,10.0,3,0,0,0,0,0,0,1,10.0
703783,2014-01-03 07:00:00,7,40,10.0,3,0,0,0,0,0,0,1,9.88
703784,2014-01-03 08:00:00,8,40,6.0,3,0,0,0,0,0,0,1,6.89
703785,2014-01-03 09:00:00,9,40,9.0,3,0,0,0,0,0,0,1,9.41
703786,2014-01-03 10:00:00,10,40,11.0,3,0,0,0,0,0,0,1,10.76
