,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,predict_24
636552,2014-05-02 00:00:00,0,36,4.0,2,0,0,0,0,0,0,1,4.02
636553,2014-05-02 01:00:00,1,36,4.0,2,0,0,0,0,0,0,1,4.05
636554,2014-05-02 02:00:00,2,36,4.0,2,0,0,0,0,0,0,1,4.02
636555,2014-05-02 03:00:00,3,36,4.0,2,0,0,0,0,0,0,1,4.05
636556,2014-05-02 04:00:00,4,36,4.0,2,0,0,0,0,0,0,1,4.05
636557,2014-05-02 05:00:00,5,36,4.0,2,0,0,0,0,0,0,1,4.07
636558,2014-05-02 06:00:00,6,36,4.0,2,0,0,0,0,0,0,1,4.09
636559,2014-05-02 07:00:00,7,36,4.0,2,0,0,0,0,0,0,1,4.21
636560,2014-05-02 08:00:00,8,36,6.0,2,0,0,0,0,0,0,1,5.74
636561,2014-05-02 09:00:00,9,36,9.0,2,0,0,0,0,0,0,1,8.14
636562,2014-05-02 10:00:00,10,36,8.0,2,0,0,0,0,0,0,1,8.08
636563,2014-05-02 11:00:00,11,36,8.0,2,0,0,0,0,0,0,1,8.02
636564,2014-05-02 12:00:00,12,36,8.0,2,0,0,0,0,0,0,1,8.04
636565,2014-05-02 13:00:00,13,36,8.0,2,0,0,0,0,0,0,1,8.08
636566,2014-05-02 14:00:00,14,36,10.0,2,0,0,0,0,0,0,1,9.67
636567,2014-05-02 15:00:00,15,36,8.0,2,0,0,0,0,0,0,1,8.21
636568,2014-05-02 16:00:00,16,36,8.0,2,0,0,0,0,0,0,1,7.37
636569,2014-05-02 17:00:00,17,36,5.0,2,0,0,0,0,0,0,1,5.1
636570,2014-05-02 18:00:00,18,36,3.0,2,0,0,0,0,0,0,1,3.38
636571,2014-05-02 19:00:00,19,36,2.0,2,0,0,0,0,0,0,1,2.74
636572,2014-05-02 20:00:00,20,36,6.0,2,0,0,0,0,0,0,1,4.99
636573,2014-05-02 21:00:00,21,36,6.0,2,0,0,0,0,0,0,1,5.75
636574,2014-05-02 22:00:00,22,36,6.0,2,0,0,0,0,0,0,1,5.92
636575,2014-05-02 23:00:00,23,36,6.0,2,0,0,0,0,0,0,1,5.87
636576,2014-05-03 00:00:00,0,36,7.0,3,1,0,0,0,0,0,0,6.94
636577,2014-05-03 01:00:00,1,36,7.0,3,1,0,0,0,0,0,0,6.97
636578,2014-05-03 02:00:00,2,36,7.0,3,1,0,0,0,0,0,0,6.94
636579,2014-05-03 03:00:00,3,36,7.0,3,1,0,0,0,0,0,0,6.97
636580,2014-05-03 04:00:00,4,36,7.0,3,1,0,0,0,0,0,0,7.0
636581,2014-05-03 05:00:00,5,36,7.0,3,1,0,0,0,0,0,0,7.0
636582,2014-05-03 06:00:00,6,36,7.0,3,1,0,0,0,0,0,0,7.0
636583,2014-05-03 07:00:00,7,36,7.0,3,1,0,0,0,0,0,0,7.0
636584,2014-05-03 08:00:00,8,36,7.0,3,1,0,0,0,0,0,0,6.96
636585,2014-05-03 09:00:00,9,36,7.0,3,1,0,0,0,0,0,0,6.79
636586,2014-05-03 10:00:00,10,36,5.0,3,1,0,0,0,0,0,0,5.4
636587,2014-05-03 11:00:00,11,36,5.0,3,1,0,0,0,0,0,0,5.11
636588,2014-05-03 12:00:00,12,36,5.0,3,1,0,0,0,0,0,0,5.18
636589,2014-05-03 13:00:00,13,36,6.0,3,1,0,0,0,0,0,0,5.78
636590,2014-05-03 14:00:00,14,36,6.0,3,1,0,0,0,0,0,0,6.05
636591,2014-05-03 15:00:00,15,36,6.0,3,1,0,0,0,0,0,0,6.02
636592,2014-05-03 16:00:00,16,36,6.0,3,1,0,0,0,0,0,0,6.02
636593,2014-05-03 17:00:00,17,36,6.0,3,1,0,0,0,0,0,0,6.19
636594,2014-05-03 18:00:00,18,36,6.0,3,1,0,0,0,0,0,0,6.36
636595,2014-05-03 19:00:00,19,36,10.0,3,1,0,0,0,0,0,0,8.8
636596,2014-05-03 20:00:00,20,36,10.0,3,1,0,0,0,0,0,0,9.84
636597,2014-05-03 21:00:00,21,36,10.0,3,1,0,0,0,0,0,0,9.92
636598,2014-05-03 22:00:00,22,36,10.0,3,1,0,0,0,0,0,0,9.83
636599,2014-05-03 23:00:00,23,36,10.0,3,1,0,0,0,0,0,0,9.73
636600,2014-05-04 00:00:00,0,36,10.0,4,0,1,0,0,0,0,0,9.94
636601,2014-05-04 01:00:00,1,36,10.0,4,0,1,0,0,0,0,0,10.0
636602,2014-05-04 02:00:00,2,36,10.0,4,0,1,0,0,0,0,0,10.0
636603,2014-05-04 03:00:00,3,36,10.0,4,0,1,0,0,0,0,0,10.0
636604,2014-05-04 04:00:00,4,36,10.0,4,0,1,0,0,0,0,0,10.0
636605,2014-05-04 05:00:00,5,36,10.0,4,0,1,0,0,0,0,0,9.99
636606,2014-05-04 06:00:00,6,36,10.0,4,0,1,0,0,0,0,0,9.93
636607,2014-05-04 07:00:00,7,36,9.0,4,0,1,0,0,0,0,0,9.34
636608,2014-05-04 08:00:00,8,36,9.0,4,0,1,0,0,0,0,0,8.97
636609,2014-05-04 09:00:00,9,36,9.0,4,0,1,0,0,0,0,0,8.89
636610,2014-05-04 10:00:00,10,36,8.0,4,0,1,0,0,0,0,0,8.24
636611,2014-05-04 11:00:00,11,36,8.0,4,0,1,0,0,0,0,0,8.0
636612,2014-05-04 12:00:00,12,36,8.0,4,0,1,0,0,0,0,0,8.0
636613,2014-05-04 13:00:00,13,36,8.0,4,0,1,0,0,0,0,0,7.96
636614,2014-05-04 14:00:00,14,36,8.0,4,0,1,0,0,0,0,0,7.83
636615,2014-05-04 15:00:00,15,36,4.0,4,0,1,0,0,0,0,0,5.15
636616,2014-05-04 16:00:00,16,36,3.0,4,0,1,0,0,0,0,0,3.6
