,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,predict_24
700824,2013-09-02 00:00:00,0,40,6.0,2,0,0,1,0,0,0,0,5.67
700825,2013-09-02 01:00:00,1,40,5.0,2,0,0,1,0,0,0,0,5.17
700826,2013-09-02 02:00:00,2,40,5.0,2,0,0,1,0,0,0,0,5.03
700827,2013-09-02 03:00:00,3,40,5.0,2,0,0,1,0,0,0,0,5.01
700828,2013-09-02 04:00:00,4,40,5.0,2,0,0,1,0,0,0,0,5.0
700829,2013-09-02 05:00:00,5,40,5.0,2,0,0,1,0,0,0,0,5.0
700830,2013-09-02 06:00:00,6,40,5.0,2,0,0,1,0,0,0,0,4.98
700831,2013-09-02 07:00:00,7,40,5.0,2,0,0,1,0,0,0,0,4.92
700832,2013-09-02 08:00:00,8,40,5.0,2,0,0,1,0,0,0,0,4.86
700833,2013-09-02 09:00:00,9,40,5.0,2,0,0,1,0,0,0,0,4.8
700834,2013-09-02 10:00:00,10,40,4.0,2,0,0,1,0,0,0,0,4.054666666666667
700835,2013-09-02 11:00:00,11,40,3.0,2,0,0,1,0,0,0,0,3.314666666666667
700836,2013-09-02 12:00:00,12,40,4.0,2,0,0,1,0,0,0,0,3.604666666666667
700837,2013-09-02 13:00:00,13,40,0.0,2,0,0,1,0,0,0,0,1.54
700838,2013-09-02 14:00:00,14,40,4.0,2,0,0,1,0,0,0,0,3.51
700839,2013-09-02 15:00:00,15,40,6.0,2,0,0,1,0,0,0,0,5.25
700840,2013-09-02 16:00:00,16,40,6.0,2,0,0,1,0,0,0,0,5.74
700841,2013-09-02 17:00:00,17,40,5.0,2,0,0,1,0,0,0,0,5.351666666666667
700842,2013-09-02 18:00:00,18,40,6.0,2,0,0,1,0,0,0,0,5.791666666666668
700843,2013-09-02 19:00:00,19,40,6.0,2,0,0,1,0,0,0,0,5.85
700844,2013-09-02 20:00:00,20,40,5.0,2,0,0,1,0,0,0,0,5.365
700845,2013-09-02 21:00:00,21,40,5.0,2,0,0,1,0,0,0,0,5.205
700846,2013-09-02 22:00:00,22,40,6.0,2,0,0,1,0,0,0,0,5.805
700847,2013-09-02 23:00:00,23,40,6.0,2,0,0,1,0,0,0,0,6.0
700848,2013-09-03 00:00:00,0,40,6.0,3,0,0,0,0,0,1,0,6.0
700849,2013-09-03 01:00:00,1,40,6.0,3,0,0,0,0,0,1,0,6.0
700850,2013-09-03 02:00:00,2,40,6.0,3,0,0,0,0,0,1,0,6.0
700851,2013-09-03 03:00:00,3,40,6.0,3,0,0,0,0,0,1,0,6.0
700852,2013-09-03 04:00:00,4,40,6.0,3,0,0,0,0,0,1,0,6.0
