,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,predict_24
265752,2014-01-02 00:00:00,0,15,16.0,2,0,0,0,1,0,0,0,16.000742
265753,2014-01-02 01:00:00,1,15,16.0,2,0,0,0,1,0,0,0,15.999541
265754,2014-01-02 02:00:00,2,15,16.0,2,0,0,0,1,0,0,0,15.9999275
265755,2014-01-02 03:00:00,3,15,16.0,2,0,0,0,1,0,0,0,15.9999275
265756,2014-01-02 04:00:00,4,15,16.0,2,0,0,0,1,0,0,0,15.9999275
265757,2014-01-02 05:00:00,5,15,16.0,2,0,0,0,1,0,0,0,15.9999275
265758,2014-01-02 06:00:00,6,15,16.0,2,0,0,0,1,0,0,0,15.999245
265759,2014-01-02 07:00:00,7,15,16.0,2,0,0,0,1,0,0,0,16.000732
265760,2014-01-02 08:00:00,8,15,16.0,2,0,0,0,1,0,0,0,15.998737
265761,2014-01-02 09:00:00,9,15,15.0,2,0,0,0,1,0,0,0,14.997392
265762,2014-01-02 10:00:00,10,15,15.0,2,0,0,0,1,0,0,0,15.003539
265763,2014-01-02 11:00:00,11,15,15.0,2,0,0,0,1,0,0,0,14.998791
265764,2014-01-02 12:00:00,12,15,15.0,2,0,0,0,1,0,0,0,15.0054245
265765,2014-01-02 13:00:00,13,15,15.0,2,0,0,0,1,0,0,0,14.997048
265766,2014-01-02 14:00:00,14,15,15.0,2,0,0,0,1,0,0,0,14.9996605
265767,2014-01-02 15:00:00,15,15,15.0,2,0,0,0,1,0,0,0,14.9996605
265768,2014-01-02 16:00:00,16,15,15.0,2,0,0,0,1,0,0,0,15.001288
265769,2014-01-02 17:00:00,17,15,15.0,2,0,0,0,1,0,0,0,14.998649
265770,2014-01-02 18:00:00,18,15,15.0,2,0,0,0,1,0,0,0,15.000114
265771,2014-01-02 19:00:00,19,15,15.0,2,0,0,0,1,0,0,0,14.998892
265772,2014-01-02 20:00:00,20,15,15.0,2,0,0,0,1,0,0,0,14.999314
265773,2014-01-02 21:00:00,21,15,15.0,2,0,0,0,1,0,0,0,14.999876
265774,2014-01-02 22:00:00,22,15,15.0,2,0,0,0,1,0,0,0,14.999996
265775,2014-01-02 23:00:00,23,15,15.0,2,0,0,0,1,0,0,0,14.999996
265776,2014-01-03 00:00:00,0,15,15.0,3,0,0,0,0,0,0,1,15.00038
265777,2014-01-03 01:00:00,1,15,15.0,3,0,0,0,0,0,0,1,15.000637
265778,2014-01-03 02:00:00,2,15,15.0,3,0,0,0,0,0,0,1,14.998987
265779,2014-01-03 03:00:00,3,15,15.0,3,0,0,0,0,0,0,1,14.998987
265780,2014-01-03 04:00:00,4,15,15.0,3,0,0,0,0,0,0,1,14.998987
265781,2014-01-03 05:00:00,5,15,15.0,3,0,0,0,0,0,0,1,14.998987
265782,2014-01-03 06:00:00,6,15,15.0,3,0,0,0,0,0,0,1,14.9987545
265783,2014-01-03 07:00:00,7,15,15.0,3,0,0,0,0,0,0,1,15.000134
265784,2014-01-03 08:00:00,8,15,15.0,3,0,0,0,0,0,0,1,15.008778
265785,2014-01-03 09:00:00,9,15,15.0,3,0,0,0,0,0,0,1,15.001017
265786,2014-01-03 10:00:00,10,15,15.0,3,0,0,0,0,0,0,1,14.992813
265787,2014-01-03 11:00:00,11,15,15.0,3,0,0,0,0,0,0,1,15.001125
265788,2014-01-03 12:00:00,12,15,15.0,3,0,0,0,0,0,0,1,14.995224
265789,2014-01-03 13:00:00,13,15,15.0,3,0,0,0,0,0,0,1,15.004569
265790,2014-01-03 14:00:00,14,15,15.0,3,0,0,0,0,0,0,1,14.999511
265791,2014-01-03 15:00:00,15,15,15.0,3,0,0,0,0,0,0,1,14.999511
265792,2014-01-03 16:00:00,16,15,15.0,3,0,0,0,0,0,0,1,14.997765
265793,2014-01-03 17:00:00,17,15,15.0,3,0,0,0,0,0,0,1,15.005893
265794,2014-01-03 18:00:00,18,15,14.0,3,0,0,0,0,0,0,1,14.000556
265795,2014-01-03 19:00:00,19,15,14.0,3,0,0,0,0,0,0,1,13.998366
265796,2014-01-03 20:00:00,20,15,14.0,3,0,0,0,0,0,0,1,14.002519
265797,2014-01-03 21:00:00,21,15,14.0,3,0,0,0,0,0,0,1,13.999233
265798,2014-01-03 22:00:00,22,15,14.0,3,0,0,0,0,0,0,1,14.000337
265799,2014-01-03 23:00:00,23,15,14.0,3,0,0,0,0,0,0,1,14.000337
265800,2014-01-04 00:00:00,0,15,14.0,4,1,0,0,0,0,0,0,14.00051
265801,2014-01-04 01:00:00,1,15,14.0,4,1,0,0,0,0,0,0,13.994226
265802,2014-01-04 02:00:00,2,15,13.0,4,1,0,0,0,0,0,0,13.001662
265803,2014-01-04 03:00:00,3,15,13.0,4,1,0,0,0,0,0,0,13.001662
265804,2014-01-04 04:00:00,4,15,13.0,4,1,0,0,0,0,0,0,13.001662
265805,2014-01-04 05:00:00,5,15,13.0,4,1,0,0,0,0,0,0,13.001662
265806,2014-01-04 06:00:00,6,15,13.0,4,1,0,0,0,0,0,0,12.9955015
265807,2014-01-04 07:00:00,7,15,13.0,4,1,0,0,0,0,0,0,13.000926
265808,2014-01-04 08:00:00,8,15,13.0,4,1,0,0,0,0,0,0,12.995953
265809,2014-01-04 09:00:00,9,15,13.0,4,1,0,0,0,0,0,0,12.998135
265810,2014-01-04 10:00:00,10,15,13.0,4,1,0,0,0,0,0,0,13.004806
265811,2014-01-04 11:00:00,11,15,13.0,4,1,0,0,0,0,0,0,13.002457
265812,2014-01-04 12:00:00,12,15,13.0,4,1,0,0,0,0,0,0,13.005219
265813,2014-01-04 13:00:00,13,15,13.0,4,1,0,0,0,0,0,0,12.997003
265814,2014-01-04 14:00:00,14,15,13.0,4,1,0,0,0,0,0,0,13.003295
265815,2014-01-04 15:00:00,15,15,13.0,4,1,0,0,0,0,0,0,13.003295
265816,2014-01-04 16:00:00,16,15,13.0,4,1,0,0,0,0,0,0,12.994646
265817,2014-01-04 17:00:00,17,15,13.0,4,1,0,0,0,0,0,0,12.995341
265818,2014-01-04 18:00:00,18,15,13.0,4,1,0,0,0,0,0,0,13.00009
265819,2014-01-04 19:00:00,19,15,13.0,4,1,0,0,0,0,0,0,13.009953
265820,2014-01-04 20:00:00,20,15,16.0,4,1,0,0,0,0,0,0,15.994384
265821,2014-01-04 21:00:00,21,15,16.0,4,1,0,0,0,0,0,0,16.000494
265822,2014-01-04 22:00:00,22,15,16.0,4,1,0,0,0,0,0,0,15.999786
265823,2014-01-04 23:00:00,23,15,16.0,4,1,0,0,0,0,0,0,15.999786
265824,2014-01-05 00:00:00,0,15,16.0,5,0,1,0,0,0,0,0,15.998406
265825,2014-01-05 01:00:00,1,15,16.0,5,0,1,0,0,0,0,0,16.005978
265826,2014-01-05 02:00:00,2,15,16.0,5,0,1,0,0,0,0,0,15.99784
265827,2014-01-05 03:00:00,3,15,16.0,5,0,1,0,0,0,0,0,15.99784
265828,2014-01-05 04:00:00,4,15,16.0,5,0,1,0,0,0,0,0,15.99784
265829,2014-01-05 05:00:00,5,15,16.0,5,0,1,0,0,0,0,0,15.99784
265830,2014-01-05 06:00:00,6,15,16.0,5,0,1,0,0,0,0,0,16.000027
265831,2014-01-05 07:00:00,7,15,16.0,5,0,1,0,0,0,0,0,16.002735
265832,2014-01-05 08:00:00,8,15,16.0,5,0,1,0,0,0,0,0,16.007156
265833,2014-01-05 09:00:00,9,15,16.0,5,0,1,0,0,0,0,0,15.994642
265834,2014-01-05 10:00:00,10,15,16.0,5,0,1,0,0,0,0,0,16.00004
265835,2014-01-05 11:00:00,11,15,16.0,5,0,1,0,0,0,0,0,16.001015
