,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,predict_24
753384,2013-09-02 00:00:00,0,43,5.0,2,0,0,1,0,0,0,0,5.219164780578277
753385,2013-09-02 01:00:00,1,43,5.0,2,0,0,1,0,0,0,0,5.219164780578277
753386,2013-09-02 02:00:00,2,43,5.0,2,0,0,1,0,0,0,0,5.216558917946797
753387,2013-09-02 03:00:00,3,43,5.0,2,0,0,1,0,0,0,0,5.220915588445973
753388,2013-09-02 04:00:00,4,43,5.0,2,0,0,1,0,0,0,0,5.211944373439272
753389,2013-09-02 05:00:00,5,43,5.0,2,0,0,1,0,0,0,0,5.334984570578877
753390,2013-09-02 06:00:00,6,43,5.0,2,0,0,1,0,0,0,0,5.379121360111564
753391,2013-09-02 07:00:00,7,43,5.0,2,0,0,1,0,0,0,0,5.164952963429787
753392,2013-09-02 08:00:00,8,43,4.0,2,0,0,1,0,0,0,0,4.052608462872319
753393,2013-09-02 09:00:00,9,43,4.0,2,0,0,1,0,0,0,0,2.4848437397048295
753394,2013-09-02 10:00:00,10,43,4.0,2,0,0,1,0,0,0,0,3.2465891965268696
753395,2013-09-02 11:00:00,11,43,7.0,2,0,0,1,0,0,0,0,4.4194380083688465
753396,2013-09-02 12:00:00,12,43,5.0,2,0,0,1,0,0,0,0,5.484324793758233
753397,2013-09-02 13:00:00,13,43,4.0,2,0,0,1,0,0,0,0,5.48059742383899
753398,2013-09-02 14:00:00,14,43,5.0,2,0,0,1,0,0,0,0,5.995261908744223
753399,2013-09-02 15:00:00,15,43,6.0,2,0,0,1,0,0,0,0,6.394999354111155
753400,2013-09-02 16:00:00,16,43,6.0,2,0,0,1,0,0,0,0,6.4665951289412815
753401,2013-09-02 17:00:00,17,43,6.0,2,0,0,1,0,0,0,0,6.374296875542932
753402,2013-09-02 18:00:00,18,43,6.0,2,0,0,1,0,0,0,0,4.961965778646583
753403,2013-09-02 19:00:00,19,43,6.0,2,0,0,1,0,0,0,0,4.965955792398301
753404,2013-09-02 20:00:00,20,43,4.0,2,0,0,1,0,0,0,0,4.388926375311522
753405,2013-09-02 21:00:00,21,43,5.0,2,0,0,1,0,0,0,0,4.944110146025879
753406,2013-09-02 22:00:00,22,43,5.0,2,0,0,1,0,0,0,0,5.036328478900361
753407,2013-09-02 23:00:00,23,43,5.0,2,0,0,1,0,0,0,0,4.965596526655824
753408,2013-09-03 00:00:00,0,43,5.0,3,0,0,0,0,0,1,0,4.980437003362862
753409,2013-09-03 01:00:00,1,43,5.0,3,0,0,0,0,0,1,0,4.980437003362862
753410,2013-09-03 02:00:00,2,43,5.0,3,0,0,0,0,0,1,0,4.977831140731382
753411,2013-09-03 03:00:00,3,43,5.0,3,0,0,0,0,0,1,0,4.991963527724883
753412,2013-09-03 04:00:00,4,43,5.0,3,0,0,0,0,0,1,0,5.005353896497748
753413,2013-09-03 05:00:00,5,43,5.0,3,0,0,0,0,0,1,0,5.125892156157264
753414,2013-09-03 06:00:00,6,43,5.0,3,0,0,0,0,0,1,0,5.116048179552733
753415,2013-09-03 07:00:00,7,43,5.0,3,0,0,0,0,0,1,0,4.681945629382235
753416,2013-09-03 08:00:00,8,43,3.0,3,0,0,0,0,0,1,0,3.4503159178222287
753417,2013-09-03 09:00:00,9,43,3.0,3,0,0,0,0,0,1,0,2.1754903509186923
753418,2013-09-03 10:00:00,10,43,3.0,3,0,0,0,0,0,1,0,3.008212380436559
753419,2013-09-03 11:00:00,11,43,3.0,3,0,0,0,0,0,1,0,4.76156508471151
753420,2013-09-03 12:00:00,12,43,7.0,3,0,0,0,0,0,1,0,6.566739304186063
753421,2013-09-03 13:00:00,13,43,8.0,3,0,0,0,0,0,1,0,6.812365492362282
753422,2013-09-03 14:00:00,14,43,8.0,3,0,0,0,0,0,1,0,7.4452905288278535
753423,2013-09-03 15:00:00,15,43,7.0,3,0,0,0,0,0,1,0,7.412442935505412
753424,2013-09-03 16:00:00,16,43,7.0,3,0,0,0,0,0,1,0,7.481212134972201
753425,2013-09-03 17:00:00,17,43,6.0,3,0,0,0,0,0,1,0,7.518265008359547
753426,2013-09-03 18:00:00,18,43,7.0,3,0,0,0,0,0,1,0,6.418740836420223
753427,2013-09-03 19:00:00,19,43,6.0,3,0,0,0,0,0,1,0,6.609411040110697
753428,2013-09-03 20:00:00,20,43,6.0,3,0,0,0,0,0,1,0,5.950237944145309
753429,2013-09-03 21:00:00,21,43,7.0,3,0,0,0,0,0,1,0,6.646867202107265
753430,2013-09-03 22:00:00,22,43,7.0,3,0,0,0,0,0,1,0,6.706769725341955
753431,2013-09-03 23:00:00,23,43,7.0,3,0,0,0,0,0,1,0,6.582843866166833
753432,2013-09-04 00:00:00,0,43,7.0,4,0,0,0,0,1,0,0,6.859931680044184
753433,2013-09-04 01:00:00,1,43,7.0,4,0,0,0,0,1,0,0,6.859931680044184
753434,2013-09-04 02:00:00,2,43,7.0,4,0,0,0,0,1,0,0,6.857325817412704
753435,2013-09-04 03:00:00,3,43,7.0,4,0,0,0,0,1,0,0,6.8714582044062045
753436,2013-09-04 04:00:00,4,43,7.0,4,0,0,0,0,1,0,0,6.829066377082616
753437,2013-09-04 05:00:00,5,43,7.0,4,0,0,0,0,1,0,0,6.932764734874352
753438,2013-09-04 06:00:00,6,43,7.0,4,0,0,0,0,1,0,0,6.922920758269821
753439,2013-09-04 07:00:00,7,43,7.0,4,0,0,0,0,1,0,0,6.679522700718676
753440,2013-09-04 08:00:00,8,43,5.0,4,0,0,0,0,1,0,0,5.594834583733553
753441,2013-09-04 09:00:00,9,43,3.0,4,0,0,0,0,1,0,0,3.963290513342332
753442,2013-09-04 10:00:00,10,43,3.0,4,0,0,0,0,1,0,0,3.1417490128880723
753443,2013-09-04 11:00:00,11,43,3.0,4,0,0,0,0,1,0,0,3.780384717738718
753444,2013-09-04 12:00:00,12,43,5.0,4,0,0,0,0,1,0,0,5.270417204605387
753445,2013-09-04 13:00:00,13,43,7.0,4,0,0,0,0,1,0,0,5.902896309884759
753446,2013-09-04 14:00:00,14,43,7.0,4,0,0,0,0,1,0,0,6.600344584373862
753447,2013-09-04 15:00:00,15,43,7.0,4,0,0,0,0,1,0,0,7.0399845677064175
753448,2013-09-04 16:00:00,16,43,7.0,4,0,0,0,0,1,0,0,6.800044517389576
753449,2013-09-04 17:00:00,17,43,7.0,4,0,0,0,0,1,0,0,6.8831852013838715
753450,2013-09-04 18:00:00,18,43,4.0,4,0,0,0,0,1,0,0,5.322386721213186
753451,2013-09-04 19:00:00,19,43,8.0,4,0,0,0,0,1,0,0,7.433974816571132
753452,2013-09-04 20:00:00,20,43,8.0,4,0,0,0,0,1,0,0,6.841393630329131
753453,2013-09-04 21:00:00,21,43,8.0,4,0,0,0,0,1,0,0,7.38137405212524
753454,2013-09-04 22:00:00,22,43,7.0,4,0,0,0,0,1,0,0,7.432632144931789
753455,2013-09-04 23:00:00,23,43,7.0,4,0,0,0,0,1,0,0,7.3386138678314845
753456,2013-09-05 00:00:00,0,43,7.0,5,0,0,0,1,0,0,0,6.75702077690248
753457,2013-09-05 01:00:00,1,43,7.0,5,0,0,0,1,0,0,0,6.75702077690248
753458,2013-09-05 02:00:00,2,43,6.0,5,0,0,0,1,0,0,0,6.754414914271
753459,2013-09-05 03:00:00,3,43,7.0,5,0,0,0,1,0,0,0,6.776349021975334
753460,2013-09-05 04:00:00,4,43,7.0,5,0,0,0,1,0,0,0,6.861420356184706
753461,2013-09-05 05:00:00,5,43,7.0,5,0,0,0,1,0,0,0,6.911069646496469
