,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,predict_24
981144,2013-09-02 00:00:00,0,56,13.0,2,0,0,1,0,0,0,0,13.07451807994461
981145,2013-09-02 01:00:00,1,56,13.0,2,0,0,1,0,0,0,0,13.07451807994461
981146,2013-09-02 02:00:00,2,56,13.0,2,0,0,1,0,0,0,0,13.07451807994461
981147,2013-09-02 03:00:00,3,56,13.0,2,0,0,1,0,0,0,0,13.073871245456717
981148,2013-09-02 04:00:00,4,56,13.0,2,0,0,1,0,0,0,0,13.004517923626205
981149,2013-09-02 05:00:00,5,56,13.0,2,0,0,1,0,0,0,0,13.043080312210323
981150,2013-09-02 06:00:00,6,56,13.0,2,0,0,1,0,0,0,0,13.06549264180266
981151,2013-09-02 07:00:00,7,56,13.0,2,0,0,1,0,0,0,0,12.91781096667907
981152,2013-09-02 08:00:00,8,56,13.0,2,0,0,1,0,0,0,0,12.545789763502928
981153,2013-09-02 09:00:00,9,56,13.0,2,0,0,1,0,0,0,0,12.575162572025565
981154,2013-09-02 10:00:00,10,56,13.0,2,0,0,1,0,0,0,0,12.800978831804727
981155,2013-09-02 11:00:00,11,56,13.0,2,0,0,1,0,0,0,0,13.19060317305082
981156,2013-09-02 12:00:00,12,56,14.0,2,0,0,1,0,0,0,0,12.630967585659345
981157,2013-09-02 13:00:00,13,56,9.0,2,0,0,1,0,0,0,0,10.527779222997298
981158,2013-09-02 14:00:00,14,56,9.0,2,0,0,1,0,0,0,0,10.016514973532383
981159,2013-09-02 15:00:00,15,56,10.0,2,0,0,1,0,0,0,0,10.645079824126714
981160,2013-09-02 16:00:00,16,56,13.0,2,0,0,1,0,0,0,0,11.829551454290195
981161,2013-09-02 17:00:00,17,56,12.0,2,0,0,1,0,0,0,0,11.82883774307046
981162,2013-09-02 18:00:00,18,56,12.0,2,0,0,1,0,0,0,0,12.134303502363833
981163,2013-09-02 19:00:00,19,56,12.0,2,0,0,1,0,0,0,0,12.32151902819822
981164,2013-09-02 20:00:00,20,56,14.0,2,0,0,1,0,0,0,0,12.329667710807525
981165,2013-09-02 21:00:00,21,56,10.0,2,0,0,1,0,0,0,0,12.008209311828999
981166,2013-09-02 22:00:00,22,56,12.0,2,0,0,1,0,0,0,0,11.727676878282955
981167,2013-09-02 23:00:00,23,56,12.0,2,0,0,1,0,0,0,0,11.475047267582568
981168,2013-09-03 00:00:00,0,56,12.0,3,0,0,0,0,0,1,0,12.057351751503786
981169,2013-09-03 01:00:00,1,56,12.0,3,0,0,0,0,0,1,0,12.057351751503786
981170,2013-09-03 02:00:00,2,56,12.0,3,0,0,0,0,0,1,0,12.057351751503786
981171,2013-09-03 03:00:00,3,56,12.0,3,0,0,0,0,0,1,0,12.056704917015892
981172,2013-09-03 04:00:00,4,56,12.0,3,0,0,0,0,0,1,0,12.050795819635052
981173,2013-09-03 05:00:00,5,56,12.0,3,0,0,0,0,0,1,0,11.977768993710866
981174,2013-09-03 06:00:00,6,56,12.0,3,0,0,0,0,0,1,0,11.961897402388232
981175,2013-09-03 07:00:00,7,56,12.0,3,0,0,0,0,0,1,0,11.914723014655081
981176,2013-09-03 08:00:00,8,56,12.0,3,0,0,0,0,0,1,0,11.990132272473806
981177,2013-09-03 09:00:00,9,56,12.0,3,0,0,0,0,0,1,0,12.12055793090421
981178,2013-09-03 10:00:00,10,56,12.0,3,0,0,0,0,0,1,0,12.475379287851018
981179,2013-09-03 11:00:00,11,56,13.0,3,0,0,0,0,0,1,0,12.757908481892065
981180,2013-09-03 12:00:00,12,56,11.0,3,0,0,0,0,0,1,0,11.443937149548216
981181,2013-09-03 13:00:00,13,56,11.0,3,0,0,0,0,0,1,0,9.767548459496142
981182,2013-09-03 14:00:00,14,56,9.0,3,0,0,0,0,0,1,0,8.507805257307252
981183,2013-09-03 15:00:00,15,56,8.0,3,0,0,0,0,0,1,0,8.73785228253716
981184,2013-09-03 16:00:00,16,56,8.0,3,0,0,0,0,0,1,0,9.319491307552083
981185,2013-09-03 17:00:00,17,56,10.0,3,0,0,0,0,0,1,0,9.411345606157798
981186,2013-09-03 18:00:00,18,56,9.0,3,0,0,0,0,0,1,0,9.410723706534904
981187,2013-09-03 19:00:00,19,56,10.0,3,0,0,0,0,0,1,0,9.890236065062274
981188,2013-09-03 20:00:00,20,56,10.0,3,0,0,0,0,0,1,0,9.846375542172296
981189,2013-09-03 21:00:00,21,56,11.0,3,0,0,0,0,0,1,0,10.110793318813437
981190,2013-09-03 22:00:00,22,56,11.0,3,0,0,0,0,0,1,0,10.158470578514413
981191,2013-09-03 23:00:00,23,56,10.0,3,0,0,0,0,0,1,0,9.970219706321611
981192,2013-09-04 00:00:00,0,56,10.0,4,0,0,0,0,1,0,0,10.006223755058418
