,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour,predict_24
759192,2014-05-02 00:00:00,0,43,5.0,2,0,0,0,0,0,0,1,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,13.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,5.09263352634432
759193,2014-05-02 01:00:00,1,43,5.0,2,0,0,0,0,0,0,1,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,13.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,4.984557937159448
759194,2014-05-02 02:00:00,2,43,5.0,2,0,0,0,0,0,0,1,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,13.0,18.0,17.0,17.0,17.0,17.0,17.0,5.0073087158320195
759195,2014-05-02 03:00:00,3,43,5.0,2,0,0,0,0,0,0,1,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,13.0,18.0,17.0,17.0,17.0,17.0,4.949332082487653
759196,2014-05-02 04:00:00,4,43,5.0,2,0,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,13.0,18.0,17.0,17.0,17.0,5.052057574067471
759197,2014-05-02 05:00:00,5,43,5.0,2,0,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,13.0,18.0,17.0,17.0,5.0137329094846175
759198,2014-05-02 06:00:00,6,43,5.0,2,0,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,13.0,18.0,17.0,5.087985984065321
759199,2014-05-02 07:00:00,7,43,7.0,2,0,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,13.0,18.0,6.957605473267673
759200,2014-05-02 08:00:00,8,43,10.0,2,0,0,0,0,0,0,1,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,13.0,9.834549526618158
759201,2014-05-02 09:00:00,9,43,1.0,2,0,0,0,0,0,0,1,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,8.0,1.2776274258201559
759202,2014-05-02 10:00:00,10,43,1.0,2,0,0,0,0,0,0,1,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,4.0,0.8756621532903481
759203,2014-05-02 11:00:00,11,43,1.0,2,0,0,0,0,0,0,1,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,1.0174495855171388
759204,2014-05-02 12:00:00,12,43,2.0,2,0,0,0,0,0,0,1,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,7.0,2.135025012122777
759205,2014-05-02 13:00:00,13,43,10.0,2,0,0,0,0,0,0,1,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,9.0,9.78695027150277
759206,2014-05-02 14:00:00,14,43,10.0,2,0,0,0,0,0,0,1,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,12.0,10.041837469879976
759207,2014-05-02 15:00:00,15,43,10.0,2,0,0,0,0,0,0,1,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,13.0,10.295586824720905
759208,2014-05-02 16:00:00,16,43,13.0,2,0,0,0,0,0,0,1,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.0,12.514911015781896
759209,2014-05-02 17:00:00,17,43,13.0,2,0,0,0,0,0,0,1,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,13.0,13.32674879359153
759210,2014-05-02 18:00:00,18,43,12.0,2,0,0,0,0,0,0,1,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,12.03833703768087
759211,2014-05-02 19:00:00,19,43,12.0,2,0,0,0,0,0,0,1,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,12.025025697619391
759212,2014-05-02 20:00:00,20,43,12.0,2,0,0,0,0,0,0,1,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,11.947603448562571
759213,2014-05-02 21:00:00,21,43,12.0,2,0,0,0,0,0,0,1,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,12.126024076495456
759214,2014-05-02 22:00:00,22,43,12.0,2,0,0,0,0,0,0,1,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,12.087600502239463
759215,2014-05-02 23:00:00,23,43,12.0,2,0,0,0,0,0,0,1,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.879485215397988
759216,2014-05-03 00:00:00,0,43,11.0,3,1,0,0,0,0,0,0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.086987323932375
759217,2014-05-03 01:00:00,1,43,11.0,3,1,0,0,0,0,0,0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,10.876910026886234
759218,2014-05-03 02:00:00,2,43,11.0,3,1,0,0,0,0,0,0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,11.024568122996486
759219,2014-05-03 03:00:00,3,43,11.0,3,1,0,0,0,0,0,0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,10.868176746276502
759220,2014-05-03 04:00:00,4,43,10.0,3,1,0,0,0,0,0,0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,10.136513161287699
759221,2014-05-03 05:00:00,5,43,10.0,3,1,0,0,0,0,0,0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,9.821353445252367
759222,2014-05-03 06:00:00,6,43,10.0,3,1,0,0,0,0,0,0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,9.944025467518488
759223,2014-05-03 07:00:00,7,43,10.0,3,1,0,0,0,0,0,0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,7.0,9.984054993401395
759224,2014-05-03 08:00:00,8,43,10.0,3,1,0,0,0,0,0,0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,10.0,10.048151024777559
