,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour,predict_24
671592,2014-05-02 00:00:00,0,38,7.0,2,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,11.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.011410573190219
671593,2014-05-02 01:00:00,1,38,7.0,2,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,11.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.961960352212579
671594,2014-05-02 02:00:00,2,38,7.0,2,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,11.0,8.0,10.0,10.0,10.0,10.0,10.0,7.053688977079415
671595,2014-05-02 03:00:00,3,38,7.0,2,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,11.0,8.0,10.0,10.0,10.0,10.0,7.015549694227715
671596,2014-05-02 04:00:00,4,38,7.0,2,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,11.0,8.0,10.0,10.0,10.0,7.030793810247218
671597,2014-05-02 05:00:00,5,38,7.0,2,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,11.0,8.0,10.0,10.0,6.956172796992911
671598,2014-05-02 06:00:00,6,38,6.0,2,0,0,0,0,0,0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,11.0,8.0,10.0,6.105272521264003
671599,2014-05-02 07:00:00,7,38,7.0,2,0,0,0,0,0,0,1,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,11.0,8.0,6.886401602679251
671600,2014-05-02 08:00:00,8,38,5.0,2,0,0,0,0,0,0,1,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,11.0,5.083438847360766
671601,2014-05-02 09:00:00,9,38,5.0,2,0,0,0,0,0,0,1,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,12.0,4.967398670442532
671602,2014-05-02 10:00:00,10,38,6.0,2,0,0,0,0,0,0,1,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,10.0,5.977192077921497
671603,2014-05-02 11:00:00,11,38,7.0,2,0,0,0,0,0,0,1,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,10.0,6.923406725311024
671604,2014-05-02 12:00:00,12,38,5.0,2,0,0,0,0,0,0,1,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,5.043080251135356
671605,2014-05-02 13:00:00,13,38,6.0,2,0,0,0,0,0,0,1,5.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,5.892388439393176
671606,2014-05-02 14:00:00,14,38,4.0,2,0,0,0,0,0,0,1,6.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,4.069138710886459
671607,2014-05-02 15:00:00,15,38,4.0,2,0,0,0,0,0,0,1,4.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,4.023677865019831
671608,2014-05-02 16:00:00,16,38,1.0,2,0,0,0,0,0,0,1,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,1.2076085396436234
671609,2014-05-02 17:00:00,17,38,2.0,2,0,0,0,0,0,0,1,1.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,1.9277122115086067
671610,2014-05-02 18:00:00,18,38,1.0,2,0,0,0,0,0,0,1,2.0,1.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.6286002921088611
671611,2014-05-02 19:00:00,19,38,9.0,2,0,0,0,0,0,0,1,1.0,2.0,1.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.185548411132645
671612,2014-05-02 20:00:00,20,38,8.0,2,0,0,0,0,0,0,1,9.0,1.0,2.0,1.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.9052264741185905
