,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour,predict_24
951912,2014-05-02 00:00:00,0,54,19.0,2,0,0,0,0,0,0,1,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,16.0,18.929278376554095
951913,2014-05-02 01:00:00,1,54,19.0,2,0,0,0,0,0,0,1,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.921357168439847
951914,2014-05-02 02:00:00,2,54,18.0,2,0,0,0,0,0,0,1,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.053176725206473
951915,2014-05-02 03:00:00,3,54,18.0,2,0,0,0,0,0,0,1,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,16.0,18.0,18.0,18.0,18.0,18.0,17.970403264258707
951916,2014-05-02 04:00:00,4,54,18.0,2,0,0,0,0,0,0,1,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,16.0,18.0,18.0,18.0,18.0,18.06034568776283
951917,2014-05-02 05:00:00,5,54,18.0,2,0,0,0,0,0,0,1,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,16.0,18.0,18.0,18.0,18.038044128300715
951918,2014-05-02 06:00:00,6,54,18.0,2,0,0,0,0,0,0,1,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,16.0,18.0,18.0,18.040560964236864
951919,2014-05-02 07:00:00,7,54,18.0,2,0,0,0,0,0,0,1,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,16.0,18.0,17.929413481887366
951920,2014-05-02 08:00:00,8,54,16.0,2,0,0,0,0,0,0,1,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,16.0,16.00564660389492
951921,2014-05-02 09:00:00,9,54,11.0,2,0,0,0,0,0,0,1,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,12.0,11.062964539916402
951922,2014-05-02 10:00:00,10,54,8.0,2,0,0,0,0,0,0,1,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,8.017492736389496
951923,2014-05-02 11:00:00,11,54,7.0,2,0,0,0,0,0,0,1,8.0,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,7.23978759793163
951924,2014-05-02 12:00:00,12,54,9.0,2,0,0,0,0,0,0,1,7.0,8.0,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,5.0,8.909956765452137
951925,2014-05-02 13:00:00,13,54,9.0,2,0,0,0,0,0,0,1,9.0,7.0,8.0,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,6.0,8.997119982784978
951926,2014-05-02 14:00:00,14,54,9.0,2,0,0,0,0,0,0,1,9.0,9.0,7.0,8.0,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.0,8.932471623731768
951927,2014-05-02 15:00:00,15,54,7.0,2,0,0,0,0,0,0,1,9.0,9.0,9.0,7.0,8.0,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,7.0,7.281012256721811
951928,2014-05-02 16:00:00,16,54,9.0,2,0,0,0,0,0,0,1,7.0,9.0,9.0,9.0,7.0,8.0,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,7.0,8.801196058840924
951929,2014-05-02 17:00:00,17,54,7.0,2,0,0,0,0,0,0,1,9.0,7.0,9.0,9.0,9.0,7.0,8.0,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,8.0,6.962290711372963
951930,2014-05-02 18:00:00,18,54,4.0,2,0,0,0,0,0,0,1,7.0,9.0,7.0,9.0,9.0,9.0,7.0,8.0,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,4.0606918342739196
951931,2014-05-02 19:00:00,19,54,6.0,2,0,0,0,0,0,0,1,4.0,7.0,9.0,7.0,9.0,9.0,9.0,7.0,8.0,11.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,5.952792355733432
