,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,predict
703752,2014-01-02 00:00:00,0,40,12.0,2,0,0,0,1,0,0,0,12.270453453063965
703753,2014-01-02 01:00:00,1,40,12.0,2,0,0,0,1,0,0,0,12.306854248046875
703754,2014-01-02 02:00:00,2,40,12.0,2,0,0,0,1,0,0,0,12.324376106262207
703755,2014-01-02 03:00:00,3,40,12.0,2,0,0,0,1,0,0,0,12.356425285339355
703756,2014-01-02 04:00:00,4,40,12.0,2,0,0,0,1,0,0,0,12.489472389221191
703757,2014-01-02 05:00:00,5,40,12.0,2,0,0,0,1,0,0,0,12.405531883239746
703758,2014-01-02 06:00:00,6,40,12.0,2,0,0,0,1,0,0,0,12.47000789642334
703759,2014-01-02 07:00:00,7,40,12.0,2,0,0,0,1,0,0,0,12.493454933166504
703760,2014-01-02 08:00:00,8,40,13.0,2,0,0,0,1,0,0,0,13.367207527160645
703761,2014-01-02 09:00:00,9,40,11.0,2,0,0,0,1,0,0,0,11.118644714355469
703762,2014-01-02 10:00:00,10,40,9.0,2,0,0,0,1,0,0,0,9.2728853225708
703763,2014-01-02 11:00:00,11,40,9.0,2,0,0,0,1,0,0,0,9.232431411743164
703764,2014-01-02 12:00:00,12,40,10.0,2,0,0,0,1,0,0,0,10.201793670654297
703765,2014-01-02 13:00:00,13,40,10.0,2,0,0,0,1,0,0,0,10.148366928100586
703766,2014-01-02 14:00:00,14,40,9.0,2,0,0,0,1,0,0,0,8.987232208251953
703767,2014-01-02 15:00:00,15,40,8.0,2,0,0,0,1,0,0,0,8.048751831054688
703768,2014-01-02 16:00:00,16,40,6.0,2,0,0,0,1,0,0,0,5.913749694824219
703769,2014-01-02 17:00:00,17,40,6.0,2,0,0,0,1,0,0,0,5.68035364151001
703770,2014-01-02 18:00:00,18,40,4.0,2,0,0,0,1,0,0,0,3.2522904872894287
703771,2014-01-02 19:00:00,19,40,10.0,2,0,0,0,1,0,0,0,9.674518585205078
703772,2014-01-02 20:00:00,20,40,10.0,2,0,0,0,1,0,0,0,9.592170715332031
703773,2014-01-02 21:00:00,21,40,10.0,2,0,0,0,1,0,0,0,9.521157264709473
703774,2014-01-02 22:00:00,22,40,10.0,2,0,0,0,1,0,0,0,9.471563339233398
703775,2014-01-02 23:00:00,23,40,10.0,2,0,0,0,1,0,0,0,9.52195930480957
703776,2014-01-03 00:00:00,0,40,10.0,3,0,0,0,0,0,0,1,9.563285827636719
703777,2014-01-03 01:00:00,1,40,10.0,3,0,0,0,0,0,0,1,9.513744354248047
703778,2014-01-03 02:00:00,2,40,10.0,3,0,0,0,0,0,0,1,9.55718994140625
703779,2014-01-03 03:00:00,3,40,10.0,3,0,0,0,0,0,0,1,9.705610275268555
703780,2014-01-03 04:00:00,4,40,10.0,3,0,0,0,0,0,0,1,9.769509315490723
703781,2014-01-03 05:00:00,5,40,10.0,3,0,0,0,0,0,0,1,9.757233619689941
703782,2014-01-03 06:00:00,6,40,10.0,3,0,0,0,0,0,0,1,9.791004180908203
703783,2014-01-03 07:00:00,7,40,10.0,3,0,0,0,0,0,0,1,10.026521682739258
703784,2014-01-03 08:00:00,8,40,6.0,3,0,0,0,0,0,0,1,6.205445766448975
703785,2014-01-03 09:00:00,9,40,9.0,3,0,0,0,0,0,0,1,9.482158660888672
703786,2014-01-03 10:00:00,10,40,11.0,3,0,0,0,0,0,0,1,11.676259994506836
703787,2014-01-03 11:00:00,11,40,12.0,3,0,0,0,0,0,0,1,12.74290943145752
703788,2014-01-03 12:00:00,12,40,10.0,3,0,0,0,0,0,0,1,10.393132209777832
703789,2014-01-03 13:00:00,13,40,12.0,3,0,0,0,0,0,0,1,11.957469940185547
703790,2014-01-03 14:00:00,14,40,7.0,3,0,0,0,0,0,0,1,6.931954860687256
703791,2014-01-03 15:00:00,15,40,7.0,3,0,0,0,0,0,0,1,7.040515899658203
703792,2014-01-03 16:00:00,16,40,5.0,3,0,0,0,0,0,0,1,5.01698637008667
703793,2014-01-03 17:00:00,17,40,4.0,3,0,0,0,0,0,0,1,4.025042533874512
703794,2014-01-03 18:00:00,18,40,6.0,3,0,0,0,0,0,0,1,6.280489444732666
703795,2014-01-03 19:00:00,19,40,7.0,3,0,0,0,0,0,0,1,7.309446334838867
703796,2014-01-03 20:00:00,20,40,7.0,3,0,0,0,0,0,0,1,7.0165324211120605
703797,2014-01-03 21:00:00,21,40,8.0,3,0,0,0,0,0,0,1,8.10049057006836
703798,2014-01-03 22:00:00,22,40,8.0,3,0,0,0,0,0,0,1,7.905832290649414
703799,2014-01-03 23:00:00,23,40,8.0,3,0,0,0,0,0,0,1,7.947190284729004
703800,2014-01-04 00:00:00,0,40,8.0,4,1,0,0,0,0,0,0,8.093581199645996
703801,2014-01-04 01:00:00,1,40,8.0,4,1,0,0,0,0,0,0,8.034941673278809
703802,2014-01-04 02:00:00,2,40,8.0,4,1,0,0,0,0,0,0,7.915421485900879
703803,2014-01-04 03:00:00,3,40,8.0,4,1,0,0,0,0,0,0,8.095441818237305
703804,2014-01-04 04:00:00,4,40,8.0,4,1,0,0,0,0,0,0,8.06693172454834
703805,2014-01-04 05:00:00,5,40,8.0,4,1,0,0,0,0,0,0,8.110275268554688
703806,2014-01-04 06:00:00,6,40,8.0,4,1,0,0,0,0,0,0,8.124978065490723
703807,2014-01-04 07:00:00,7,40,8.0,4,1,0,0,0,0,0,0,7.975519180297852
703808,2014-01-04 08:00:00,8,40,8.0,4,1,0,0,0,0,0,0,7.9160075187683105
703809,2014-01-04 09:00:00,9,40,8.0,4,1,0,0,0,0,0,0,7.85770845413208
703810,2014-01-04 10:00:00,10,40,8.0,4,1,0,0,0,0,0,0,7.991680145263672
703811,2014-01-04 11:00:00,11,40,9.0,4,1,0,0,0,0,0,0,8.799802780151367
703812,2014-01-04 12:00:00,12,40,8.0,4,1,0,0,0,0,0,0,8.088495254516602
703813,2014-01-04 13:00:00,13,40,9.0,4,1,0,0,0,0,0,0,8.810515403747559
703814,2014-01-04 14:00:00,14,40,9.0,4,1,0,0,0,0,0,0,8.967391014099121
703815,2014-01-04 15:00:00,15,40,9.0,4,1,0,0,0,0,0,0,8.997847557067871
703816,2014-01-04 16:00:00,16,40,11.0,4,1,0,0,0,0,0,0,10.648415565490723
703817,2014-01-04 17:00:00,17,40,9.0,4,1,0,0,0,0,0,0,8.975748062133789
703818,2014-01-04 18:00:00,18,40,10.0,4,1,0,0,0,0,0,0,9.57931900024414
