,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,predict
563592,2014-01-02 00:00:00,0,32,6.0,2,0,0,0,1,0,0,0,6.0127482414245605
563593,2014-01-02 01:00:00,1,32,6.0,2,0,0,0,1,0,0,0,6.002495288848877
563594,2014-01-02 02:00:00,2,32,6.0,2,0,0,0,1,0,0,0,6.014251708984375
563595,2014-01-02 03:00:00,3,32,6.0,2,0,0,0,1,0,0,0,5.98939323425293
563596,2014-01-02 04:00:00,4,32,6.0,2,0,0,0,1,0,0,0,5.942825794219971
563597,2014-01-02 05:00:00,5,32,6.0,2,0,0,0,1,0,0,0,6.063751220703125
563598,2014-01-02 06:00:00,6,32,7.0,2,0,0,0,1,0,0,0,6.966084957122803
563599,2014-01-02 07:00:00,7,32,7.0,2,0,0,0,1,0,0,0,6.782980918884277
563600,2014-01-02 08:00:00,8,32,6.0,2,0,0,0,1,0,0,0,6.138957977294922
563601,2014-01-02 09:00:00,9,32,8.0,2,0,0,0,1,0,0,0,8.059741020202637
563602,2014-01-02 10:00:00,10,32,10.0,2,0,0,0,1,0,0,0,10.084712982177734
563603,2014-01-02 11:00:00,11,32,10.0,2,0,0,0,1,0,0,0,10.168278694152832
563604,2014-01-02 12:00:00,12,32,11.0,2,0,0,0,1,0,0,0,11.166024208068848
563605,2014-01-02 13:00:00,13,32,12.0,2,0,0,0,1,0,0,0,12.325970649719238
563606,2014-01-02 14:00:00,14,32,13.0,2,0,0,0,1,0,0,0,13.414306640625
563607,2014-01-02 15:00:00,15,32,12.0,2,0,0,0,1,0,0,0,12.470285415649414
563608,2014-01-02 16:00:00,16,32,12.0,2,0,0,0,1,0,0,0,12.404210090637207
563609,2014-01-02 17:00:00,17,32,11.0,2,0,0,0,1,0,0,0,11.488236427307129
563610,2014-01-02 18:00:00,18,32,8.0,2,0,0,0,1,0,0,0,8.357208251953125
563611,2014-01-02 19:00:00,19,32,6.0,2,0,0,0,1,0,0,0,6.303924560546875
563612,2014-01-02 20:00:00,20,32,6.0,2,0,0,0,1,0,0,0,6.197887897491455
563613,2014-01-02 21:00:00,21,32,6.0,2,0,0,0,1,0,0,0,6.054663181304932
563614,2014-01-02 22:00:00,22,32,5.0,2,0,0,0,1,0,0,0,5.206622123718262
563615,2014-01-02 23:00:00,23,32,5.0,2,0,0,0,1,0,0,0,5.045421123504639
563616,2014-01-03 00:00:00,0,32,5.0,3,0,0,0,0,0,0,1,4.965089321136475
563617,2014-01-03 01:00:00,1,32,5.0,3,0,0,0,0,0,0,1,5.064919948577881
563618,2014-01-03 02:00:00,2,32,5.0,3,0,0,0,0,0,0,1,5.062161445617676
563619,2014-01-03 03:00:00,3,32,5.0,3,0,0,0,0,0,0,1,5.08864688873291
563620,2014-01-03 04:00:00,4,32,5.0,3,0,0,0,0,0,0,1,5.087478160858154
563621,2014-01-03 05:00:00,5,32,5.0,3,0,0,0,0,0,0,1,5.116641998291016
563622,2014-01-03 06:00:00,6,32,6.0,3,0,0,0,0,0,0,1,6.029395580291748
563623,2014-01-03 07:00:00,7,32,5.0,3,0,0,0,0,0,0,1,5.093054294586182
563624,2014-01-03 08:00:00,8,32,6.0,3,0,0,0,0,0,0,1,6.132323265075684
563625,2014-01-03 09:00:00,9,32,6.0,3,0,0,0,0,0,0,1,6.161505222320557
563626,2014-01-03 10:00:00,10,32,8.0,3,0,0,0,0,0,0,1,8.177865982055664
563627,2014-01-03 11:00:00,11,32,11.0,3,0,0,0,0,0,0,1,10.970000267028809
563628,2014-01-03 12:00:00,12,32,11.0,3,0,0,0,0,0,0,1,11.144546508789062
563629,2014-01-03 13:00:00,13,32,10.0,3,0,0,0,0,0,0,1,10.072517395019531
563630,2014-01-03 14:00:00,14,32,10.0,3,0,0,0,0,0,0,1,9.785558700561523
563631,2014-01-03 15:00:00,15,32,9.0,3,0,0,0,0,0,0,1,8.677818298339844
563632,2014-01-03 16:00:00,16,32,9.0,3,0,0,0,0,0,0,1,8.433172225952148
563633,2014-01-03 17:00:00,17,32,7.0,3,0,0,0,0,0,0,1,6.531174659729004
563634,2014-01-03 18:00:00,18,32,4.0,3,0,0,0,0,0,0,1,3.572051525115967
563635,2014-01-03 19:00:00,19,32,4.0,3,0,0,0,0,0,0,1,3.6411216259002686
563636,2014-01-03 20:00:00,20,32,5.0,3,0,0,0,0,0,0,1,4.919787406921387
563637,2014-01-03 21:00:00,21,32,5.0,3,0,0,0,0,0,0,1,5.011972904205322
563638,2014-01-03 22:00:00,22,32,4.0,3,0,0,0,0,0,0,1,3.9019269943237305
563639,2014-01-03 23:00:00,23,32,4.0,3,0,0,0,0,0,0,1,3.879826068878174
563640,2014-01-04 00:00:00,0,32,4.0,4,1,0,0,0,0,0,0,3.909163236618042
563641,2014-01-04 01:00:00,1,32,4.0,4,1,0,0,0,0,0,0,3.9336302280426025
563642,2014-01-04 02:00:00,2,32,4.0,4,1,0,0,0,0,0,0,3.8729028701782227
563643,2014-01-04 03:00:00,3,32,4.0,4,1,0,0,0,0,0,0,3.89131498336792
563644,2014-01-04 04:00:00,4,32,4.0,4,1,0,0,0,0,0,0,3.8857076168060303
563645,2014-01-04 05:00:00,5,32,4.0,4,1,0,0,0,0,0,0,3.855156898498535
563646,2014-01-04 06:00:00,6,32,4.0,4,1,0,0,0,0,0,0,3.882833242416382
563647,2014-01-04 07:00:00,7,32,4.0,4,1,0,0,0,0,0,0,3.8581149578094482
563648,2014-01-04 08:00:00,8,32,4.0,4,1,0,0,0,0,0,0,3.809006690979004
563649,2014-01-04 09:00:00,9,32,4.0,4,1,0,0,0,0,0,0,3.815772294998169
563650,2014-01-04 10:00:00,10,32,4.0,4,1,0,0,0,0,0,0,3.663670063018799
563651,2014-01-04 11:00:00,11,32,4.0,4,1,0,0,0,0,0,0,3.8722381591796875
563652,2014-01-04 12:00:00,12,32,5.0,4,1,0,0,0,0,0,0,4.7144598960876465
563653,2014-01-04 13:00:00,13,32,5.0,4,1,0,0,0,0,0,0,4.590576648712158
563654,2014-01-04 14:00:00,14,32,5.0,4,1,0,0,0,0,0,0,4.626058101654053
563655,2014-01-04 15:00:00,15,32,7.0,4,1,0,0,0,0,0,0,6.641201496124268
563656,2014-01-04 16:00:00,16,32,7.0,4,1,0,0,0,0,0,0,6.786665439605713
563657,2014-01-04 17:00:00,17,32,5.0,4,1,0,0,0,0,0,0,4.901300430297852
563658,2014-01-04 18:00:00,18,32,6.0,4,1,0,0,0,0,0,0,5.915987014770508
563659,2014-01-04 19:00:00,19,32,6.0,4,1,0,0,0,0,0,0,5.924467086791992
563660,2014-01-04 20:00:00,20,32,6.0,4,1,0,0,0,0,0,0,5.893962383270264
563661,2014-01-04 21:00:00,21,32,6.0,4,1,0,0,0,0,0,0,5.868592739105225
563662,2014-01-04 22:00:00,22,32,8.0,4,1,0,0,0,0,0,0,7.968488693237305
563663,2014-01-04 23:00:00,23,32,8.0,4,1,0,0,0,0,0,0,8.058856010437012
563664,2014-01-05 00:00:00,0,32,6.0,5,0,1,0,0,0,0,0,6.286704063415527
563665,2014-01-05 01:00:00,1,32,6.0,5,0,1,0,0,0,0,0,6.053123474121094
563666,2014-01-05 02:00:00,2,32,6.0,5,0,1,0,0,0,0,0,6.067191123962402
563667,2014-01-05 03:00:00,3,32,6.0,5,0,1,0,0,0,0,0,6.001907825469971
563668,2014-01-05 04:00:00,4,32,6.0,5,0,1,0,0,0,0,0,5.9312028884887695
563669,2014-01-05 05:00:00,5,32,6.0,5,0,1,0,0,0,0,0,6.071542739868164
563670,2014-01-05 06:00:00,6,32,6.0,5,0,1,0,0,0,0,0,6.062767028808594
563671,2014-01-05 07:00:00,7,32,6.0,5,0,1,0,0,0,0,0,6.151265621185303
563672,2014-01-05 08:00:00,8,32,6.0,5,0,1,0,0,0,0,0,5.8251752853393555
563673,2014-01-05 09:00:00,9,32,5.0,5,0,1,0,0,0,0,0,4.639096260070801
563674,2014-01-05 10:00:00,10,32,7.0,5,0,1,0,0,0,0,0,6.691105842590332
563675,2014-01-05 11:00:00,11,32,6.0,5,0,1,0,0,0,0,0,5.5669050216674805
563676,2014-01-05 12:00:00,12,32,3.0,5,0,1,0,0,0,0,0,3.25014066696167
563677,2014-01-05 13:00:00,13,32,5.0,5,0,1,0,0,0,0,0,4.8815693855285645
563678,2014-01-05 14:00:00,14,32,5.0,5,0,1,0,0,0,0,0,4.917236328125
563679,2014-01-05 15:00:00,15,32,4.0,5,0,1,0,0,0,0,0,3.808414936065674
563680,2014-01-05 16:00:00,16,32,4.0,5,0,1,0,0,0,0,0,3.764838933944702
563681,2014-01-05 17:00:00,17,32,5.0,5,0,1,0,0,0,0,0,4.648806571960449
