,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour,predict_24
986952,2014-05-02 00:00:00,0,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0019088
986953,2014-05-02 01:00:00,1,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0010445
986954,2014-05-02 02:00:00,2,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,2.001735
986955,2014-05-02 03:00:00,3,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,6.0,7.0,6.0,6.0,6.0,6.0,1.9989568
986956,2014-05-02 04:00:00,4,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,6.0,7.0,6.0,6.0,6.0,2.0008855
986957,2014-05-02 05:00:00,5,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,6.0,7.0,6.0,6.0,2.0016627
986958,2014-05-02 06:00:00,6,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,6.0,7.0,6.0,1.9978129
986959,2014-05-02 07:00:00,7,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,6.0,7.0,2.0001488
986960,2014-05-02 08:00:00,8,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,6.0,1.9995081
986961,2014-05-02 09:00:00,9,56,4.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,11.0,3.999965
986962,2014-05-02 10:00:00,10,56,7.0,2,0,0,0,0,0,0,1,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,18.0,6.9998503
986963,2014-05-02 11:00:00,11,56,4.0,2,0,0,0,0,0,0,1,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,4.0004435
986964,2014-05-02 12:00:00,12,56,4.0,2,0,0,0,0,0,0,1,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,13.0,3.9984403
986965,2014-05-02 13:00:00,13,56,2.0,2,0,0,0,0,0,0,1,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,13.0,1.9999299
986966,2014-05-02 14:00:00,14,56,2.0,2,0,0,0,0,0,0,1,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,14.0,1.998632
986967,2014-05-02 15:00:00,15,56,2.0,2,0,0,0,0,0,0,1,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,13.0,2.0033333
986968,2014-05-02 16:00:00,16,56,8.0,2,0,0,0,0,0,0,1,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,13.0,7.9936223
986969,2014-05-02 17:00:00,17,56,4.0,2,0,0,0,0,0,0,1,8.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,4.0003357
986970,2014-05-02 18:00:00,18,56,5.0,2,0,0,0,0,0,0,1,4.0,8.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,4.9995093
986971,2014-05-02 19:00:00,19,56,5.0,2,0,0,0,0,0,0,1,5.0,4.0,8.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0021834
986972,2014-05-02 20:00:00,20,56,5.0,2,0,0,0,0,0,0,1,5.0,5.0,4.0,8.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.999022
986973,2014-05-02 21:00:00,21,56,5.0,2,0,0,0,0,0,0,1,5.0,5.0,5.0,4.0,8.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.9998684
986974,2014-05-02 22:00:00,22,56,4.0,2,0,0,0,0,0,0,1,5.0,5.0,5.0,5.0,4.0,8.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0066237
986975,2014-05-02 23:00:00,23,56,4.0,2,0,0,0,0,0,0,1,4.0,5.0,5.0,5.0,5.0,4.0,8.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.998635
