,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour,predict_24
665784,2013-09-02 00:00:00,0,38,11.0,2,0,0,1,0,0,0,0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.00139
665785,2013-09-02 01:00:00,1,38,11.0,2,0,0,1,0,0,0,0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.999658
665786,2013-09-02 02:00:00,2,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.000473
665787,2013-09-02 03:00:00,3,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.000325
665788,2013-09-02 04:00:00,4,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,10.998838
665789,2013-09-02 05:00:00,5,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,9.0,11.000155
665790,2013-09-02 06:00:00,6,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,9.0,10.999902
665791,2013-09-02 07:00:00,7,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,11.001731
665792,2013-09-02 08:00:00,8,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,9.0,10.9991455
665793,2013-09-02 09:00:00,9,38,11.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.0,10.999795
665794,2013-09-02 10:00:00,10,38,10.0,2,0,0,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,7.0,9.99947
665795,2013-09-02 11:00:00,11,38,12.0,2,0,0,1,0,0,0,0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,11.999672
665796,2013-09-02 12:00:00,12,38,9.0,2,0,0,1,0,0,0,0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,9.000877
665797,2013-09-02 13:00:00,13,38,7.0,2,0,0,1,0,0,0,0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,7.0024924
665798,2013-09-02 14:00:00,14,38,11.0,2,0,0,1,0,0,0,0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,10.9979515
665799,2013-09-02 15:00:00,15,38,12.0,2,0,0,1,0,0,0,0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,1.0,12.001413
665800,2013-09-02 16:00:00,16,38,13.0,2,0,0,1,0,0,0,0,12.0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,13.001468
665801,2013-09-02 17:00:00,17,38,12.0,2,0,0,1,0,0,0,0,13.0,12.0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,2.0,11.997714
665802,2013-09-02 18:00:00,18,38,10.0,2,0,0,1,0,0,0,0,12.0,13.0,12.0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,5.0,10.001566
665803,2013-09-02 19:00:00,19,38,10.0,2,0,0,1,0,0,0,0,10.0,12.0,13.0,12.0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,1.0,9.9996805
665804,2013-09-02 20:00:00,20,38,10.0,2,0,0,1,0,0,0,0,10.0,10.0,12.0,13.0,12.0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,3.0,10.000888
665805,2013-09-02 21:00:00,21,38,10.0,2,0,0,1,0,0,0,0,10.0,10.0,10.0,12.0,13.0,12.0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,5.0,9.997896
665806,2013-09-02 22:00:00,22,38,9.0,2,0,0,1,0,0,0,0,10.0,10.0,10.0,10.0,12.0,13.0,12.0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,6.0,9.001024
665807,2013-09-02 23:00:00,23,38,11.0,2,0,0,1,0,0,0,0,9.0,10.0,10.0,10.0,10.0,12.0,13.0,12.0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,11.000232
665808,2013-09-03 00:00:00,0,38,11.0,3,0,0,0,0,0,1,0,11.0,9.0,10.0,10.0,10.0,10.0,12.0,13.0,12.0,11.0,7.0,9.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.9997425
