,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour,predict_24
706632,2014-05-02 00:00:00,0,40,5.0,2,0,0,0,0,0,0,1,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.997922
706633,2014-05-02 01:00:00,1,40,6.0,2,0,0,0,0,0,0,1,5.0,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.9994345
706634,2014-05-02 02:00:00,2,40,5.0,2,0,0,0,0,0,0,1,6.0,5.0,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0016775
706635,2014-05-02 03:00:00,3,40,5.0,2,0,0,0,0,0,0,1,5.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0014725
706636,2014-05-02 04:00:00,4,40,6.0,2,0,0,0,0,0,0,1,5.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,7.0,7.0,7.0,7.0,7.0,5.998893
706637,2014-05-02 05:00:00,5,40,6.0,2,0,0,0,0,0,0,1,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,7.0,7.0,7.0,7.0,6.000278
706638,2014-05-02 06:00:00,6,40,6.0,2,0,0,0,0,0,0,1,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,7.0,7.0,7.0,5.999868
706639,2014-05-02 07:00:00,7,40,6.0,2,0,0,0,0,0,0,1,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,7.0,7.0,5.9986267
706640,2014-05-02 08:00:00,8,40,10.0,2,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,7.0,10.000651
706641,2014-05-02 09:00:00,9,40,12.0,2,0,0,0,0,0,0,1,10.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,0.0,5.0,15.0,14.0,16.0,17.0,16.0,17.0,16.0,13.0,11.999916
