,date,hour,station_id,bikes_available,day,weekday_土曜日,weekday_日曜日,weekday_月曜日,weekday_木曜日,weekday_水曜日,weekday_火曜日,weekday_金曜日,lag_1hour,lag_2hour,lag_3hour,lag_4hour,lag_5hour,lag_6hour,lag_7hour,lag_8hour,lag_9hour,lag_10hour,lag_11hour,lag_12hour,lag_13hour,lag_14hour,lag_15hour,lag_16hour,lag_17hour,lag_18hour,lag_19hour,lag_20hour,lag_21hour,lag_22hour,lag_23hour,lag_24hour,predict_24
949032,2014-01-02 00:00:00,0,54,14.0,2,0,0,0,1,0,0,0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,14.001489
949033,2014-01-02 01:00:00,1,54,14.0,2,0,0,0,1,0,0,0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,13.999343
949034,2014-01-02 02:00:00,2,54,14.0,2,0,0,0,1,0,0,0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,14.000321
949035,2014-01-02 03:00:00,3,54,14.0,2,0,0,0,1,0,0,0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,13.999843
949036,2014-01-02 04:00:00,4,54,14.0,2,0,0,0,1,0,0,0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,14.000726
949037,2014-01-02 05:00:00,5,54,14.0,2,0,0,0,1,0,0,0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,14.000226
949038,2014-01-02 06:00:00,6,54,14.0,2,0,0,0,1,0,0,0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,13.997917
949039,2014-01-02 07:00:00,7,54,13.0,2,0,0,0,1,0,0,0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,13.00423
949040,2014-01-02 08:00:00,8,54,15.0,2,0,0,0,1,0,0,0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,14.995896
949041,2014-01-02 09:00:00,9,54,12.0,2,0,0,0,1,0,0,0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,12.000218
949042,2014-01-02 10:00:00,10,54,9.0,2,0,0,0,1,0,0,0,12.0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,7.0,8.998643
949043,2014-01-02 11:00:00,11,54,8.0,2,0,0,0,1,0,0,0,9.0,12.0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.0,8.001092
949044,2014-01-02 12:00:00,12,54,8.0,2,0,0,0,1,0,0,0,8.0,9.0,12.0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.0,8.001652
949045,2014-01-02 13:00:00,13,54,8.0,2,0,0,0,1,0,0,0,8.0,8.0,9.0,12.0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,6.0,7.997417
949046,2014-01-02 14:00:00,14,54,8.0,2,0,0,0,1,0,0,0,8.0,8.0,8.0,9.0,12.0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,8.0,8.002753
949047,2014-01-02 15:00:00,15,54,7.0,2,0,0,0,1,0,0,0,8.0,8.0,8.0,8.0,9.0,12.0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,8.0,6.9992104
949048,2014-01-02 16:00:00,16,54,7.0,2,0,0,0,1,0,0,0,7.0,8.0,8.0,8.0,8.0,9.0,12.0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,12.0,7.0002046
949049,2014-01-02 17:00:00,17,54,3.0,2,0,0,0,1,0,0,0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,12.0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,11.0,12.0,3.001308
